reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.1,16.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.15,16.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.2,19.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.25,20.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.3,21.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.35,22.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.4,22.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.45,23.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.5,23.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.55,24.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.6,24.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.65,25.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.7,25.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.75,27.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.8,27.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.85,28.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.9,29.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.95,36.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.975,46.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,16,quantile,0.99,50.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.025,38.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.05,154.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.1,188.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.15,197.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.2,198.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.25,209.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.3,213.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.35,217.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.4,232.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.45,234.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.5,234.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.55,238.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.6,246.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.65,246.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.7,247.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.75,253.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.8,255.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.85,261.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.9,263.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.95,286.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.975,291.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,17,quantile,0.99,294.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.025,38.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.05,98.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.1,114.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.15,122.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.2,125.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.25,130.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.3,137.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.35,138.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.4,139.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.45,140.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.5,143.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.55,148.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.6,151.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,18,quantile,0.65,151.0
