frames,reward,visited_rooms,learned_transitions
508000000,36546.95437553448,32.0,343.0
509000000,36426.85446861085,32.0,343.0
510000000,36306.75456168723,32.0,343.0
511000000,36186.6546547636,32.0,343.0
512000000,36066.554747839975,32.0,343.0
513000000,35946.45484091635,32.0,343.0
514000000,35826.35493399272,32.0,343.0
515000000,35706.25502706909,32.0,343.0
516000000,35586.155120145464,32.0,343.0
517000000,35466.055213221836,32.0,343.0
518000000,35345.955306298216,32.0,343.0
519000000,35225.85539937459,32.0,343.0
520000000,35105.75549245096,32.0,343.0
521000000,34985.65558552733,32.0,343.0
522000000,34865.555678603705,32.0,343.0
523000000,34745.45577168008,32.0,343.0
524000000,34625.35586475645,32.0,343.0
525000000,34505.25595783282,32.0,343.0
526000000,34385.1560509092,32.0,343.0
527000000,34265.056143985574,32.0,343.0
528000000,34144.956237061946,32.0,343.0
529000000,34024.85633013832,32.0,343.0
530000000,33904.75642321469,32.0,343.0
531000000,33813.2072207799,32.0,343.0
532000000,33916.585698345734,32.0,343.0
533000000,34019.96417591158,32.0,343.0
534000000,34123.34265347741,32.0,343.0
535000000,34226.72113104325,32.0,343.0
536000000,34330.09960860908,32.0,343.0
537000000,34433.47808617492,32.0,343.0
538000000,34536.85656374076,32.0,343.0
539000000,34640.235041306594,32.0,343.0
540000000,34743.61351887243,32.0,343.0
541000000,34846.991996438264,32.0,343.0
542000000,34950.37047400411,32.0,343.0
543000000,35053.74895156994,32.0,343.0
544000000,35157.12742913578,32.0,343.0
545000000,35260.50590670161,32.0,343.0
546000000,35363.88438426745,32.0,343.0
547000000,35467.26286183329,32.0,343.0
548000000,35570.641339399124,32.0,343.0
549000000,35674.01981696496,32.0,343.0
550000000,35777.398294530794,32.0,343.0
551000000,35880.77677209663,32.0,343.0
552000000,35984.15524966247,32.0,343.0
553000000,36087.53372722831,32.0,343.0
554000000,36190.91220479414,32.0,343.0
555000000,34726.75653397535,32.0,343.0
556000000,33111.52093710064,32.0,343.0
557000000,31496.28534022593,32.0,343.0
558000000,29881.04974335122,32.0,343.0
559000000,28265.81414647651,32.0,343.0
560000000,26650.5785496018,32.0,343.0
561000000,25035.342952727093,32.0,343.0
562000000,23420.10735585238,32.0,343.0
563000000,21804.87175897767,32.0,343.0
564000000,20189.636162102957,32.0,343.0
565000000,18574.40056522825,32.0,343.0
566000000,16959.16496835354,32.0,343.0
567000000,15343.92937147883,32.0,343.0
568000000,13728.693774604119,32.0,343.0
569000000,12113.458177729408,32.0,343.0
570000000,10498.222580854697,32.0,343.0
571000000,8882.986983979987,32.0,343.0
572000000,7267.751387105276,32.0,343.0
573000000,5652.5157902305655,32.0,343.0
574000000,4037.280193355855,32.0,343.0
575000000,2422.0445964811443,32.0,343.0
576000000,806.8089996064373,32.0,343.0
577000000,-808.426597268277,32.0,343.0
578000000,267.3648578506877,32.0,343.0
579000000,1705.2711540565792,32.0,343.0
580000000,3143.1774502624703,32.0,343.0
581000000,4581.083746468362,32.0,343.0
582000000,6018.990042674252,32.0,343.0
583000000,7456.896338880144,32.0,343.0
584000000,8894.802635086035,32.0,343.0
585000000,10332.708931291927,32.0,343.0
586000000,11770.615227497818,32.0,343.0
587000000,13208.52152370371,32.0,343.0
588000000,14646.4278199096,32.0,343.0
589000000,16084.334116115493,32.0,343.0
590000000,17522.240412321382,32.0,343.0
591000000,18960.146708527274,32.0,343.0
592000000,20398.053004733167,32.0,343.0
593000000,21835.959300939056,32.0,343.0
594000000,23273.865597144948,32.0,343.0
595000000,24711.77189335084,32.0,343.0
596000000,26149.67818955673,32.0,343.0
597000000,27587.58448576262,32.0,343.0
598000000,29025.490781968514,32.0,343.0
599000000,30463.397078174403,32.0,343.0
600000000,31813.71484725202,32.0,343.0
601000000,32008.38422856158,32.0,343.0
602000000,32203.053609871138,32.0,343.0
603000000,32397.722991180697,32.0,343.0
604000000,32592.392372490256,32.0,343.0
605000000,32787.06175379982,32.0,343.0
606000000,32981.731135109374,32.0,343.0
607000000,33176.40051641894,32.0,343.0
608000000,33371.06989772849,32.0,343.0
609000000,33565.739279038055,32.0,343.0
610000000,33760.40866034761,32.0,343.0
611000000,33955.07804165717,32.0,343.0
612000000,34149.74742296673,32.0,343.0
613000000,34344.41680427629,32.0,343.0
614000000,34539.086185585846,32.0,343.0
615000000,34733.75556689541,32.0,343.0
616000000,34928.42494820496,32.0,343.0
617000000,35123.094329514526,32.0,343.0
618000000,35317.76371082408,32.0,343.0
619000000,35512.433092133644,32.0,343.0
620000000,35707.1024734432,32.0,343.0
621000000,35901.77185475276,32.0,343.0
622000000,36096.441236062325,32.0,343.0
623000000,36291.11061737188,32.0,343.0
624000000,36187.83766005099,32.0,343.0
625000000,36070.30846703196,32.0,343.0
626000000,35952.77927401293,32.0,343.0
627000000,35835.2500809939,32.0,343.0
628000000,35717.72088797487,32.0,343.0
629000000,35600.19169495584,32.0,343.0
630000000,35482.66250193681,32.0,343.0
631000000,35365.13330891778,32.0,343.0
632000000,35247.60411589875,32.0,343.0
633000000,35130.07492287972,32.0,343.0
634000000,35012.54572986069,32.0,343.0
635000000,34895.016536841664,32.0,343.0
636000000,34777.48734382263,32.0,343.0
637000000,34659.9581508036,32.0,343.0
638000000,34542.42895778457,32.0,343.0
639000000,34424.89976476554,32.0,343.0
640000000,34307.37057174651,32.0,343.0
641000000,34189.84137872748,32.0,343.0
642000000,34072.31218570845,32.0,343.0
643000000,33954.78299268942,32.0,343.0
644000000,33837.25379967039,32.0,343.0
645000000,33719.72460665136,32.0,343.0
646000000,33591.58023929826,32.0,343.0
647000000,33429.181007331616,32.0,343.0
648000000,33266.781775364965,32.0,343.0
649000000,33104.38254339832,32.0,343.0
650000000,32941.98331143167,32.0,343.0
651000000,32779.58407946503,32.0,343.0
652000000,32617.18484749838,32.0,343.0
653000000,32454.785615531735,32.0,343.0
654000000,32292.38638356509,32.0,343.0
655000000,32129.98715159844,32.0,343.0
656000000,31967.587919631795,32.0,343.0
657000000,31805.188687665148,32.0,343.0
658000000,31642.7894556985,32.0,343.0
659000000,31480.390223731854,32.0,343.0
660000000,31317.990991765208,32.0,343.0
661000000,31155.59175979856,32.0,343.0
662000000,30993.192527831918,32.0,343.0
663000000,30830.79329586527,32.0,343.0
664000000,30668.394063898624,32.0,343.0
665000000,30505.994831931977,32.0,343.0
666000000,30343.59559996533,32.0,343.0
667000000,30181.196367998684,32.0,343.0
